GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
310M100US10740,10740,"Albuquerque, NM Metro Area",48309,3557,6526,1456,4019,1051,3858,1370,2004,764,2239,939,3317,1228,3419,1011,3380,1018,1843,601,3725,1105,5054,1370,5157,1279,1335,622,1444,709,654,515,335,322
310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",7674,1209,1516,685,737,412,282,277,813,511,629,344,538,390,257,289,161,196,734,406,527,312,479,398,776,380,0,273,43,70,182,182,0,273
310M100US12060,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",51132,4296,7138,1923,3794,1270,6474,1745,4427,1583,3030,1004,5004,1553,3102,1127,3834,1206,1875,843,3479,1179,3178,898,3266,1056,1026,579,496,417,655,613,354,305
310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",43137,3043,4368,1311,4696,1393,3209,993,3617,1220,2710,938,4119,1017,3820,1226,2257,880,2439,917,3568,980,3127,976,2764,902,1636,742,519,345,153,158,135,160
310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",25768,2739,2166,818,682,406,1848,811,1490,657,2465,967,1723,673,1047,583,2023,938,1484,616,1865,753,4013,1012,2775,838,999,511,942,527,109,131,137,132
310M100US12580,12580,"Baltimore-Towson, MD Metro Area",9163,1616,727,564,506,504,0,289,370,431,402,317,786,584,467,403,105,134,317,275,1085,550,1061,718,972,615,1457,646,428,384,310,233,170,208
310M100US14460,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",50289,2833,7971,1376,4403,1137,3968,1149,4334,1296,2622,983,2119,925,2203,913,1881,684,2073,853,3041,903,4981,1027,4408,1261,2834,848,1680,815,1430,830,341,265
310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",17972,2135,2055,872,1220,803,1554,824,1891,966,1816,984,812,446,1143,654,1266,616,1251,768,949,592,1453,851,1260,677,440,312,287,247,309,343,266,342
310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",5323,1084,1422,586,472,276,699,379,285,257,179,153,114,121,445,307,36,59,148,143,444,395,251,211,393,356,256,191,108,133,0,294,71,120
