GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
310M100US10740,10740,"Albuquerque, NM Metro Area",47710,3429,6873,1681,3581,1066,3204,968,3343,1172,3964,1180,3488,1143,2269,841,2175,899,2446,941,3915,1166,5430,1312,4064,1024,1693,655,409,343,646,437,210,208
310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",9688,1340,1067,499,912,363,609,312,620,307,932,519,515,458,983,576,504,386,264,198,671,303,1273,752,997,433,246,226,50,85,0,184,45,74
310M100US12060,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",48806,3450,5134,1880,3380,1296,4567,1347,6313,1937,4703,1535,3641,933,2808,897,2537,893,1485,790,4399,1308,2292,883,3573,1343,1794,792,1066,645,729,451,385,332
310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",19330,2454,1628,575,1106,598,1637,717,1995,679,1704,756,1336,724,1718,617,595,374,874,425,1468,684,1559,657,2160,755,861,438,316,198,346,239,27,43
310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",30879,2490,2838,804,2574,871,2605,977,2849,938,1713,771,1639,673,2466,942,1990,848,1317,529,1737,591,3164,1087,3128,943,1234,606,949,755,463,400,213,227
310M100US12580,12580,"Baltimore-Towson, MD Metro Area",9819,1474,265,249,155,138,519,412,461,466,426,386,736,367,359,340,343,318,926,678,1228,622,1379,769,1096,534,455,314,159,133,451,408,861,512
310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",5154,981,426,326,530,400,563,433,686,535,523,360,79,133,379,422,0,184,347,402,543,352,452,369,348,302,260,282,18,31,0,184,0,184
310M100US14460,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",55784,3177,8234,1292,4399,1164,3541,1085,3324,869,3059,983,3219,908,2800,874,3875,956,1786,742,3543,859,5832,1526,5225,1261,3188,885,1093,619,1819,818,847,498
310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",16570,1783,1611,617,1209,639,651,362,1009,561,1329,551,780,462,1099,664,1190,719,464,428,1873,828,1357,538,1963,962,922,539,398,268,494,420,221,203
310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",10260,1730,2104,734,1935,748,673,377,751,516,554,453,419,327,79,73,366,308,356,245,860,640,963,634,702,468,396,287,79,130,23,38,0,206
310M100US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",6854,1078,1972,748,436,352,357,239,287,246,673,405,208,239,873,429,311,311,191,184,293,275,465,389,427,344,198,220,0,185,163,197,0,185
310M100US16740,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",11872,1685,545,387,1031,541,1244,694,1235,572,578,403,927,538,934,511,872,461,1094,591,873,454,800,453,998,545,323,296,173,220,106,123,139,138
310M100US16980,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",183581,5496,11068,1558,9745,1873,11178,1559,12876,1961,11143,1705,11957,1674,11755,1885,12500,2063,11365,2055,16725,2114,21403,2666,22490,2468,10444,1994,4091,1091,3020,868,1821,666
310M100US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",4030,917,239,228,385,310,335,309,452,407,311,295,117,160,291,304,91,109,50,85,247,225,803,376,396,368,61,100,0,184,0,184,252,298
310M100US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",6693,1142,752,363,966,422,470,395,903,527,517,411,392,298,339,273,301,263,441,296,470,317,532,225,265,142,203,190,142,148,0,182,0,182
310M100US17820,17820,"Colorado Springs, CO Metro Area",6974,1376,645,434,889,622,990,666,726,469,728,491,167,181,290,252,144,229,178,225,680,616,546,325,512,432,293,251,0,189,186,176,0,189
310M100US18140,18140,"Columbus, OH Metro Area",5335,1185,118,202,685,491,197,149,534,428,424,426,336,299,224,235,430,340,193,242,192,240,829,547,361,303,113,98,380,448,201,322,118,169
310M100US18580,18580,"Corpus Christi, TX Metro Area",8999,1595,888,340,831,386,335,326,378,273,809,562,622,412,789,407,336,230,149,152,633,480,689,344,1343,586,1010,641,138,169,49,65,0,206
310M100US19100,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",106951,5449,6516,1438,6802,1498,7536,1559,9308,1621,8405,1580,10169,2102,8070,1747,7854,1651,5373,1445,9087,1457,9389,1838,10384,1564,3906,1006,943,494,2661,895,548,345
