GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
310M300US10380,10380,"Aguadilla-Isabela, PR Metro Area",25003,2104,9949,1510,3632,1083,1609,527,2080,763,1872,705,1109,520,1147,627,531,361,630,389,997,506,886,469,268,239,186,186,107,170,0,222,0,222
310M300US10740,10740,"Albuquerque, NM Metro Area",40849,3544,3656,1004,2350,875,3699,996,3260,1121,3411,1221,1875,745,2914,1042,1784,670,2009,896,3526,1066,3842,1091,4883,1379,2205,973,592,399,381,294,462,410
310M300US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",9661,1469,1372,656,700,474,681,488,125,181,738,439,1203,714,327,290,256,214,115,105,549,434,1691,709,628,405,782,568,413,349,81,137,0,193
310M300US12060,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51439,4722,2831,1112,1341,790,2596,1171,6705,1762,2632,1009,4196,1160,2810,1128,3308,1285,2299,1139,5334,1538,6318,1640,4829,1543,2387,1072,1500,901,777,524,1576,1062
310M300US12420,12420,"Austin-Round Rock, TX Metro Area",31500,3039,1983,866,2152,853,1164,578,1133,574,2468,876,1750,790,2284,856,1530,859,2336,1029,2553,979,3686,952,2732,869,3125,1103,753,469,1182,589,669,398
310M300US12540,12540,"Bakersfield, CA Metro Area",27881,2234,2296,1006,1506,606,1224,556,1857,780,1864,781,3375,1220,1263,617,1217,587,739,405,2685,684,3551,878,2455,1050,2301,1064,575,452,774,448,199,203
310M300US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",9619,1684,388,347,242,209,299,267,685,491,913,774,291,389,645,541,459,379,818,627,484,353,998,579,1138,705,1156,659,469,354,323,220,311,216
310M300US14260,14260,"Boise City, ID Metro Area",8788,1219,726,641,462,437,531,372,389,431,443,456,220,204,1091,645,601,511,316,309,1504,768,1471,776,655,369,235,203,49,94,95,154,0,198
310M300US14460,14460,"Boston-Cambridge-Newton, MA-NH Metro Area",59454,4101,7536,1723,3035,970,2946,1005,2737,891,2882,1238,1993,802,3334,983,3376,1140,2325,800,5025,1421,5485,1438,7799,1717,4215,1412,2094,852,3420,1012,1252,637
