GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
3100000US36420,36420,"Oklahoma City, OK Metro Area",9463,1166,495,259,869,468,1610,606,1106,494,465,234,366,321,1077,502,448,390,661,338,1039,532,482,301,518,260,178,172,97,139,0,244,52,88
3100000US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",7229,988,408,255,258,232,41,62,593,375,589,281,705,458,864,461,262,190,725,414,476,305,1149,443,656,374,314,261,64,80,28,47,97,114
3100000US36740,36740,"Orlando-Kissimmee, FL Metro Area",50641,3432,2351,847,2458,772,2289,848,4550,1248,4457,1282,3143,1050,3375,1062,3112,1173,3927,1155,5462,1420,7420,1582,4076,1054,1551,665,1026,481,1156,624,288,221
3100000US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",35291,2363,1409,722,1091,517,3065,1203,1323,743,1846,747,1565,709,1204,698,2195,719,1374,509,3582,824,4069,905,5286,1405,3940,1101,1162,641,1723,712,457,377
3100000US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",53012,3182,10906,1874,3710,987,3584,881,4132,1031,2315,849,2675,801,3394,927,3322,878,2267,748,4213,1038,3812,1081,5384,1303,1840,612,638,397,526,373,294,233
3100000US38060,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",97016,4361,6303,1446,4605,1257,6058,1376,6322,1207,6202,1325,6887,1382,8105,1645,6845,1323,4806,1181,8441,1651,11392,1656,11741,1993,5006,1165,2164,701,1298,546,841,386
3100000US38660,38660,"Ponce, PR Metro Area",12356,1479,5944,970,2104,655,854,316,516,326,746,366,713,368,126,123,341,248,0,275,204,278,562,371,246,232,0,275,0,275,0,275,0,275
3100000US38900,38900,"Portland-Vancouver-Beaverton, OR-WA Metro Area",19089,2201,532,273,1350,711,1461,734,1059,498,1898,865,1488,671,902,578,1984,903,1431,702,1832,762,1648,655,2009,863,401,347,270,279,605,421,219,186
3100000US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",11815,1527,470,403,169,287,620,539,619,349,512,430,1063,619,986,636,731,552,764,531,461,304,1591,733,1586,719,1518,686,492,402,233,244,0,269
3100000US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",28923,2708,3353,929,3870,1140,3412,1020,1787,742,2740,938,1880,675,1975,750,1463,699,1429,745,1711,789,2032,785,1876,644,724,386,362,361,146,240,163,252
3100000US39380,39380,"Pueblo, CO Metro Area",4539,800,514,248,234,178,372,230,205,176,643,320,330,207,310,201,305,202,150,134,604,336,257,157,444,258,43,74,42,73,56,87,30,52
3100000US39580,39580,"Raleigh-Cary, NC Metro Area",10898,1529,563,421,1463,758,1086,535,1225,543,1226,574,1019,557,670,563,447,340,332,315,901,467,957,595,534,450,184,217,195,255,96,117,0,281
3100000US39740,39740,"Reading, PA Metro Area",9729,1022,1208,607,660,451,1244,624,1345,537,702,381,899,483,1222,577,534,369,713,439,640,480,259,329,303,285,0,240,0,240,0,240,0,240
3100000US39900,39900,"Reno-Sparks, NV Metro Area",11815,1461,304,315,319,311,1371,787,365,346,790,569,867,525,441,470,1553,846,472,392,1264,557,1627,658,1530,577,733,443,0,292,179,233,0,292
3100000US40060,40060,"Richmond, VA Metro Area",3961,940,234,248,328,315,166,185,177,196,225,255,239,221,527,250,120,148,419,395,231,180,355,247,379,259,158,148,284,190,88,126,31,52
3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",201771,6190,10976,1523,8336,1906,12402,2275,12917,2085,11984,1993,13434,1633,11227,1659,13672,1945,12547,2192,20243,2661,24731,2887,25005,2583,11790,1761,6629,1471,3910,1066,1968,707
3100000US40380,40380,"Rochester, NY Metro Area",5021,1006,919,504,383,281,937,685,276,229,388,334,244,235,214,215,231,166,386,328,220,264,286,240,263,273,80,137,42,71,152,196,0,269
3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",52821,3466,2317,854,3200,989,2766,1055,4526,1265,3046,884,3938,1341,4122,1244,2214,825,3434,1066,5817,1422,5155,1092,6310,1152,2207,858,1321,583,1443,719,1005,555
3100000US41180,41180,"St. Louis, MO-IL Metro Area",5006,1107,748,569,34,47,621,462,135,158,208,196,295,305,198,175,555,476,89,79,277,217,410,294,796,530,196,211,34,58,365,415,45,74
3100000US41420,41420,"Salem, OR Metro Area",5301,1005,321,292,61,103,374,349,405,278,340,329,647,353,522,354,303,263,43,72,372,298,878,507,629,349,366,293,0,269,40,69,0,269
3100000US41500,41500,"Salinas, CA Metro Area",19705,2014,862,479,698,474,1296,570,844,451,1387,633,1826,653,1766,678,926,546,1117,534,2161,777,1978,759,2806,965,1005,606,266,190,289,241,478,454
3100000US41620,41620,"Salt Lake City, UT Metro Area",18882,1964,1427,683,1530,846,1171,621,1874,876,985,577,1424,534,1647,663,1516,712,1229,636,1204,475,1872,777,1895,714,633,384,368,379,55,94,52,86
3100000US41700,41700,"San Antonio, TX Metro Area",103145,4632,13523,1778,9713,1743,7145,1659,7893,1220,8224,1606,7338,1360,6017,1064,6066,1300,4746,894,8605,1428,8331,1286,8902,1543,3825,1027,1727,687,507,334,583,496
3100000US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",73651,4350,3770,836,2816,872,4058,961,5360,1450,3853,916,6611,1263,4668,1065,4309,1082,4945,1104,7277,1299,8361,1659,7460,1346,5177,1671,2572,724,1219,384,1195,660
3100000US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",103044,4271,5458,1355,4499,1270,4227,871,6138,1525,5909,1414,5667,1332,5840,1334,5862,1553,4443,1253,8402,1339,12023,2074,13491,2058,10893,1758,4102,1256,4572,1212,1518,679
3100000US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",55103,3518,2857,1023,3188,974,2113,815,3797,1174,2573,855,3613,1135,2985,916,2943,949,2415,875,4500,1080,5625,1404,7571,1463,4522,1161,2147,913,2209,939,2045,732
