GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $44,999","Margin of Error; $40,000 to $44,999","Estimate; $45,000 to $49,999","Margin of Error; $45,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $74,999","Margin of Error; $60,000 to $74,999","Estimate; $75,000 to $99,999","Margin of Error; $75,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $199,999","Margin of Error; $150,000 to $199,999","Estimate; $200,000 or more","Margin of Error; $200,000 or more"
3100000US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",4008,986,273,250,205,197,318,284,455,447,268,213,510,387,198,197,51,86,229,217,384,382,391,324,472,306,120,116,96,114,0,273,38,64
3100000US10740,10740,"Albuquerque, NM Metro Area",54459,2952,5101,1286,3290,881,3097,782,3890,1200,4144,1242,5137,1282,4009,1173,2700,828,2479,819,4061,1188,6132,1146,5608,1130,2527,736,1329,659,704,392,251,194
3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",12623,1486,1235,510,990,498,1835,853,1482,689,860,567,933,634,877,477,838,430,287,241,810,450,1178,557,713,412,254,218,169,267,67,111,95,138
3100000US11100,11100,"Amarillo, TX Metro Area",8365,1215,721,365,586,414,702,414,1330,686,813,495,883,559,268,245,536,424,178,184,680,426,684,593,709,443,185,203,90,109,0,287,0,287
3100000US12060,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",62696,4091,4387,1429,2560,871,4174,1249,4266,1152,5235,1448,5721,1263,4143,1399,4740,1410,3693,1165,6379,1521,7272,1575,6405,1475,1615,689,851,567,711,458,544,422
3100000US12100,12100,"Atlantic City, NJ Metro Area",6623,1216,305,323,338,342,234,284,746,503,804,592,513,510,191,166,328,306,216,274,459,340,1231,673,745,488,451,378,62,106,0,277,0,277
3100000US12420,12420,"Austin-Round Rock, TX Metro Area",75369,3708,5298,1024,4348,1257,5600,1370,7206,1388,5565,1506,3928,1368,4071,1098,5764,1663,4228,1178,7538,1472,8171,1776,7140,1552,4047,1203,807,530,1247,776,411,283
3100000US12540,12540,"Bakersfield, CA Metro Area",49326,3106,3568,968,3107,903,3043,988,3068,922,4547,1144,3033,910,3437,958,3260,970,4196,1403,3843,985,5708,1212,4956,1254,2012,809,691,416,607,475,250,270
3100000US12580,12580,"Baltimore-Towson, MD Metro Area",9422,1432,407,285,288,331,0,281,333,262,640,428,439,290,875,554,436,255,950,532,1282,540,1607,632,1118,629,330,254,129,136,309,324,279,344
