GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
310M200US10180,10180,"Abilene, TX Metro Area",168922,2568,130535,3854,13179,985,993,545,2158,623,0,214,16322,3522,5735,1289,1701,873,4034,955
310M200US10380,10380,"Aguadilla-Isabela, PR Metro Area",313209,2576,234412,8250,8329,2530,272,235,830,665,0,221,55582,6467,13784,3617,1113,696,12671,3427
310M200US10420,10420,"Akron, OH Metro Area",704243,,577795,1363,83892,2288,954,490,18375,1292,200,319,2441,1023,20586,2877,1616,1190,18970,2515
310M200US10500,10500,"Albany, GA Metro Area",156997,2018,67640,1582,84675,2742,457,413,1172,753,4,7,301,438,2748,1422,51,86,2697,1418
310M200US10540,10540,"Albany, OR Metro Area",120547,,110729,1889,100,140,1047,586,1200,532,156,155,2092,1094,5223,1126,967,964,4256,772
310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",881830,,735537,2929,66072,3494,1062,416,38031,1728,390,417,12165,2643,28573,4165,3097,1476,25476,4001
310M200US10740,10740,"Albuquerque, NM Metro Area",906209,2370,648614,9957,25944,1895,53536,2677,18038,1920,641,515,119588,9912,39848,5067,17073,4049,22775,3610
310M200US10780,10780,"Alexandria, LA Metro Area",154484,,101862,728,47740,1095,872,671,578,392,0,204,816,391,2616,1030,229,297,2387,952
310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",832327,,701157,4918,43100,3456,1643,843,25070,1158,616,729,35445,4434,25296,4250,4561,1389,20735,3814
