GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
310M100US10180,10180,"Abilene, TX Metro Area",165858,1164,139435,3057,14250,2617,534,222,2689,350,0,218,3952,1157,4998,1704,1452,1049,3546,1345
310M100US10380,10380,"Aguadilla-Isabela-San Sebastián, PR Metro Area",304633,,257680,5338,6058,1569,386,355,87,99,0,210,15163,2380,25259,4569,535,480,24724,4515
310M100US10420,10420,"Akron, OH Metro Area",701456,,583397,1542,81904,2634,1641,468,14784,841,0,187,2404,1226,17326,2880,1046,685,16280,2738
310M100US10500,10500,"Albany, GA Metro Area",161617,3859,71537,2934,86153,3297,55,64,1232,575,0,225,576,500,2064,993,0,225,2064,993
310M100US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",871478,,738837,2353,66646,3658,1387,565,28463,1617,38,75,10571,3113,25536,3254,1895,752,23641,2976
310M100US10740,10740,"Albuquerque, NM Metro Area",899149,1951,615235,11106,25950,3791,52133,2848,15074,1656,729,521,156230,10990,33798,4371,10235,2285,23563,3939
310M100US10780,10780,"Alexandria, LA Metro Area",154505,,102686,1227,45616,936,936,754,1749,183,78,136,1001,763,2439,971,121,164,2318,950
310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",824916,,712281,5277,40039,3344,784,316,20500,1257,0,193,27703,4799,23609,4199,2635,973,20974,4177
310M100US11020,11020,"Altoona, PA Metro Area",127099,,122334,220,2224,506,174,162,893,288,0,168,91,132,1383,623,151,168,1232,576
310M100US11100,11100,"Amarillo, TX Metro Area",254635,1499,214746,3109,15045,1000,1939,826,6614,747,320,212,7102,2088,8869,1790,1905,869,6964,1650
310M100US11180,11180,"Ames, IA Metro Area",89663,,79790,442,2750,549,65,107,5928,357,0,155,198,147,932,532,139,182,793,490
310M100US11260,11260,"Anchorage, AK Metro Area",387516,,274478,2721,16658,1718,24855,2960,25310,1730,6377,459,3950,1394,35888,3892,2812,1372,33076,3575
310M100US11300,11300,"Anderson, IN Metro Area",131235,,116243,826,8315,974,202,240,326,280,0,190,1450,916,4699,962,313,206,4386,968
310M100US11340,11340,"Anderson, SC Metro Area",188488,,152535,661,30054,1345,508,452,1777,107,0,217,799,617,2815,1279,32,64,2783,1283
310M100US11460,11460,"Ann Arbor, MI Metro Area",347962,,259859,1475,41291,2141,932,371,26793,1632,0,167,2960,1444,16127,2690,1075,636,15052,2536
310M100US11500,11500,"Anniston-Oxford, AL Metro Area",117797,,88358,1187,25428,620,147,210,110,132,0,190,1223,859,2531,1005,567,839,1964,620
310M100US11540,11540,"Appleton, WI Metro Area",227403,,211283,801,1813,548,3161,784,6534,1034,30,59,1127,708,3455,1266,290,241,3165,1244
310M100US11700,11700,"Asheville, NC Metro Area",428906,2388,390415,3365,21472,2377,1944,669,4287,655,114,145,1832,996,8842,2993,2016,1303,6826,2578
310M100US12020,12020,"Athens-Clarke County, GA Metro Area",193317,,143128,2032,36452,1677,367,236,6785,1309,16,28,2049,1309,4520,1871,385,396,4135,1849
310M100US12060,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5365726,4219,3031314,19173,1750869,12431,16371,4424,260255,5808,3303,2516,188984,17076,114630,10948,15324,4117,99306,10207
310M100US12100,12100,"Atlantic City-Hammonton, NJ Metro Area",274338,,179270,3187,44368,2832,1822,1871,21428,730,59,109,18490,4305,8901,2952,4408,2493,4493,1354
310M100US12220,12220,"Auburn-Opelika, AL Metro Area",143468,,101250,926,33808,1481,65,86,4044,277,0,190,1854,1012,2447,1221,106,192,2341,1227
310M100US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",560467,2305,324972,3627,205365,3586,635,495,10427,959,319,361,8922,2659,9827,2266,1243,819,8584,2176
310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",1783519,,1348829,14207,131390,4158,10086,2763,84849,3030,756,671,164778,13663,42831,4814,8432,1949,34399,4571
310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",851710,,642708,10564,49959,1961,11778,2976,36349,1854,1021,626,81283,9731,28612,5468,7540,2060,21072,4671
310M100US12580,12580,"Baltimore-Towson, MD Metro Area",2729110,,1696904,6050,785661,4451,5636,1096,126886,3243,1474,1095,42534,6353,70015,6190,5814,1660,64201,5541
310M100US12620,12620,"Bangor, ME Metro Area",153786,,146599,422,1292,211,1888,344,1159,409,0,157,466,372,2382,646,71,151,2311,632
310M100US12700,12700,"Barnstable Town, MA Metro Area",215769,,201882,1036,5120,958,1447,612,2714,417,0,204,1804,930,2802,1161,594,428,2208,1087
310M100US12940,12940,"Baton Rouge, LA Metro Area",808242,,492236,2740,283043,4030,1382,503,15564,1252,805,1236,3267,2118,11945,2389,1205,647,10740,2325
310M100US12980,12980,"Battle Creek, MI Metro Area",135490,,113232,614,15287,1024,451,252,2177,422,0,167,292,228,4051,1311,140,182,3911,1300
310M100US13020,13020,"Bay City, MI Metro Area",107110,,100926,675,1489,605,274,224,584,223,0,167,1066,619,2771,834,417,331,2354,770
310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",390535,,260557,3696,96621,1948,1734,478,10048,637,111,153,17267,3959,4197,1299,1177,749,3020,1075
310M100US13380,13380,"Bellingham, WA Metro Area",203663,,178024,2515,2188,876,4471,1216,8985,1196,0,201,3061,2545,6934,1847,531,361,6403,1962
310M100US13460,13460,"Bend, OR Metro Area",160338,,146035,2159,555,319,705,334,2626,259,532,804,5518,2224,4367,1727,519,538,3848,1678
310M100US13740,13740,"Billings, MT Metro Area",159712,1017,144773,1659,351,266,7603,1400,597,476,532,816,2765,1232,3091,1064,25,44,3066,1066
310M100US13780,13780,"Binghamton, NY Metro Area",250074,,225827,723,9630,978,861,342,8053,615,0,192,711,380,4992,1106,363,271,4629,1097
310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",1132264,,758469,4448,322420,2255,3883,1336,15851,613,46,70,22693,3998,8902,1629,532,533,8370,1603
310M100US13900,13900,"Bismarck, ND Metro Area",110879,,102937,443,427,152,4977,715,478,390,0,143,228,337,1832,664,0,143,1832,664
310M100US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",160866,3169,143654,3045,7481,1085,511,570,5073,1080,0,210,1063,929,3084,967,72,123,3012,932
310M100US14020,14020,"Bloomington, IN Metro Area",194566,2062,175786,2151,3511,720,537,580,8107,596,0,190,2079,1154,4546,1109,452,481,4094,1056
310M100US14060,14060,"Bloomington-Normal, IL Metro Area",170556,,144817,977,13017,843,463,428,6883,696,0,189,1641,798,3735,1080,351,415,3384,1056
310M100US14260,14260,"Boise City-Nampa, ID Metro Area",627281,3043,574554,4779,4388,1159,4193,1665,12287,2125,549,528,12790,3298,18520,3316,2642,1305,15878,2939
310M100US14460,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4591112,,3614960,10459,346696,6828,7457,1664,307944,4200,611,458,191123,11192,122321,10289,21366,3824,100955,8756
310M100US14500,14500,"Boulder, CO Metro Area",299378,,267138,2712,2747,750,1108,557,11710,1201,41,72,7211,2622,9423,1403,1129,898,8294,1187
310M100US14540,14540,"Bowling Green, KY Metro Area",128341,1757,107494,1929,11038,903,848,885,2719,1250,85,115,3297,1079,2860,1455,365,391,2495,1409
310M100US14740,14740,"Bremerton-Silverdale, WA Metro Area",254633,,206332,2866,7039,927,4777,1635,12738,1135,2074,434,5760,2850,15913,1938,1650,983,14263,1765
310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",925899,,690728,6471,101745,2661,1488,805,45056,1585,250,225,68650,6881,17982,2764,5880,1813,12102,2254
310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",414123,,374759,5684,1709,396,981,573,2603,314,0,218,29212,5665,4859,1499,3304,1217,1555,718
310M100US15260,15260,"Brunswick, GA Metro Area",109308,1909,78109,2667,25706,1709,413,445,1095,299,0,225,3027,1673,958,667,284,499,674,423
310M100US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",1134039,,922686,3261,135166,2751,6727,791,27074,1261,62,69,16791,2981,25533,3415,4557,1691,20976,2957
