GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
3100000US10180,10180,"Abilene, TX Metro Area",159439,1017,134185,2255,11642,570,970,643,2153,362,0,287,8146,1784,2343,931,760,401,1583,761
3100000US10380,10380,"Aguadilla-Isabela-San Sebastián, PR Metro Area",335201,2925,299097,5446,6930,1737,191,204,544,525,0,283,20912,3212,7527,2207,3208,1424,4319,1933
3100000US10420,10420,"Akron, OH Metro Area",699356,,591261,1500,84210,1369,728,480,12410,772,0,265,3014,1503,7733,1619,311,280,7422,1569
3100000US10500,10500,"Albany, GA Metro Area",162767,4547,75366,3851,82507,3462,524,649,1356,507,0,296,640,402,2374,1193,153,143,2221,1187
3100000US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",853358,,737388,3153,58041,2864,1552,664,24923,1268,0,273,12765,2927,18689,2943,2181,846,16508,2701
3100000US10740,10740,"Albuquerque, NM Metro Area",832774,3336,563781,9080,23462,1638,48277,1915,17188,1349,76,126,156201,8029,23789,3256,9984,1836,13805,2993
3100000US10780,10780,"Alexandria, LA Metro Area",148925,1550,100854,1603,43179,531,977,401,1467,269,0,269,615,331,1833,590,255,234,1578,581
3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",803844,,694224,3986,32576,2214,827,483,19047,1099,30,50,44275,4318,12865,2515,3249,1134,9616,2358
3100000US11020,11020,"Altoona, PA Metro Area",125527,,121467,262,1340,533,66,115,789,41,0,242,195,175,1670,547,130,182,1540,526
3100000US11100,11100,"Amarillo, TX Metro Area",241459,1374,186029,3645,14464,987,1533,551,4319,548,167,271,29337,3613,5610,1425,1729,637,3881,1220
3100000US11180,11180,"Ames, IA Metro Area",84752,,75463,626,1570,556,0,226,5033,504,0,226,874,488,1812,830,214,326,1598,820
3100000US11260,11260,"Anchorage, AK Metro Area",362340,,264042,2152,18135,1736,20766,2139,18118,1326,3108,463,10242,2443,27929,3054,813,495,27116,2947
3100000US11300,11300,"Anderson, IN Metro Area",131312,,116645,529,9160,1360,365,317,304,334,0,265,1003,506,3835,1397,229,218,3606,1364
3100000US11340,11340,"Anderson, SC Metro Area",179981,,145397,709,27247,2111,287,314,1089,249,48,83,1395,691,4518,2160,220,332,4298,2066
3100000US11460,11460,"Ann Arbor, MI Metro Area",350003,,263257,1513,43540,1197,854,398,29198,863,80,147,4843,1842,8231,1479,894,736,7337,1424
3100000US11500,11500,"Anniston-Oxford, AL Metro Area",113103,,87010,707,22163,857,217,182,838,191,0,267,900,408,1975,987,375,471,1600,854
3100000US11540,11540,"Appleton, WI Metro Area",218026,,205057,764,1375,576,2780,445,4818,595,10,21,1542,717,2444,859,268,254,2176,808
3100000US11700,11700,"Asheville, NC Metro Area",402801,2839,365238,3046,21387,1486,945,508,3223,377,0,287,7330,1643,4678,1686,735,609,3943,1535
3100000US12020,12020,"Athens-Clarke County, GA Metro Area",188589,4941,141484,4967,37535,1536,4,8,4697,593,29,49,3799,1442,1041,397,278,53,763,397
3100000US12060,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5271550,8782,3067072,14716,1650078,7440,12715,2284,217345,3230,2966,1713,255545,12769,65829,6100,10221,2348,55608,5565
3100000US12100,12100,"Atlantic City, NJ Metro Area",270644,,177910,3119,45431,1507,275,260,17758,760,48,83,24212,3367,5010,2014,690,723,4320,1821
3100000US12220,12220,"Auburn-Opelika, AL Metro Area",130516,,95657,734,29406,1059,427,330,2370,328,661,976,331,359,1664,774,371,409,1293,684
3100000US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",534641,4416,318299,3211,189223,4082,1200,463,8856,466,346,286,8071,2567,8646,1886,661,415,7985,1793
3100000US12420,12420,"Austin-Round Rock, TX Metro Area",1593400,4394,1089346,13475,119965,3369,8336,2282,69850,2320,950,767,269590,12046,35363,4760,11924,2672,23439,3603
3100000US12540,12540,"Bakersfield, CA Metro Area",790710,,483273,11497,46146,1966,8323,1975,30519,1294,1038,364,195821,11334,25590,3939,12206,2865,13384,2086
3100000US12580,12580,"Baltimore-Towson, MD Metro Area",2668056,,1716596,4894,760704,4311,5985,953,100991,1711,651,446,34280,4284,48849,4368,5820,1731,43029,4373
3100000US12620,12620,"Bangor, ME Metro Area",148784,,142432,485,1057,322,1231,269,2377,515,0,226,90,110,1597,540,252,265,1345,461
3100000US12700,12700,"Barnstable Town, MA Metro Area",222175,,209455,1026,3882,973,731,270,2186,321,0,281,1726,955,4195,1192,526,437,3669,1111
3100000US12940,12940,"Baton Rouge, LA Metro Area",770471,3308,468889,2890,273407,3476,1641,872,11871,704,229,355,4697,1410,9737,2937,606,382,9131,2836
3100000US12980,12980,"Battle Creek, MI Metro Area",136615,,115260,676,14847,484,1102,225,2438,477,57,85,868,503,2043,705,254,236,1789,660
3100000US13020,13020,"Bay City, MI Metro Area",107517,,101373,855,1461,376,565,209,683,73,0,237,1523,1008,1912,614,407,265,1505,544
3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",375644,3252,246965,4033,94981,2199,1184,346,7596,644,594,842,20190,2645,4134,1556,983,658,3151,1317
3100000US13380,13380,"Bellingham, WA Metro Area",192999,,171917,1354,1919,589,5164,790,7027,770,281,140,2492,1132,4199,1292,421,511,3778,1263
3100000US13460,13460,"Bend, OR Metro Area",154028,,145359,1091,104,136,1422,464,3114,529,95,130,1362,849,2572,833,347,452,2225,765
3100000US13740,13740,"Billings, MT Metro Area",150205,1159,136275,1901,2251,1030,6280,978,827,610,24,46,2325,1005,2223,978,105,180,2118,952
3100000US13780,13780,"Binghamton, NY Metro Area",246426,,224196,812,8362,804,272,255,7024,503,223,176,1909,853,4440,1157,531,426,3909,1092
3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",1106765,3915,764307,4759,308381,2616,4238,1282,11058,697,655,893,8314,2470,9812,1866,450,328,9362,1805
3100000US13900,13900,"Bismarck, ND Metro Area",103242,,96586,368,493,400,4188,698,397,357,22,52,443,323,1113,658,0,203,1113,658
3100000US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",159022,3437,141806,3455,9638,1395,101,169,5088,864,0,283,562,377,1827,1124,78,89,1749,1116
3100000US14020,14020,"Bloomington, IN Metro Area",180766,2237,165794,2278,4683,461,383,240,6526,406,0,265,591,421,2789,918,692,514,2097,716
3100000US14060,14060,"Bloomington-Normal, IL Metro Area",164209,,142623,1089,12142,893,158,115,4949,534,0,265,1559,921,2778,1132,215,148,2563,1133
3100000US14260,14260,"Boise City-Nampa, ID Metro Area",587025,3016,540358,4143,5313,1281,4016,1076,9915,1058,1339,546,12309,2455,13775,1791,1556,824,12219,1695
3100000US14460,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,,3614527,10379,297702,6749,7510,1443,263196,3190,1643,894,214995,12155,83284,7344,12919,2586,70365,7295
3100000US14500,14500,"Boulder, CO Metro Area",290262,,255088,3043,1577,1052,716,411,11347,764,72,113,14434,2994,7028,1579,712,515,6316,1440
3100000US14540,14540,"Bowling Green, KY Metro Area",116061,1861,103308,1980,9046,690,344,405,1449,294,0,271,425,396,1489,759,19,36,1470,757
3100000US14740,14740,"Bremerton-Silverdale, WA Metro Area",236732,,201447,1172,6860,677,3492,812,11438,1117,1523,243,2847,1058,9125,1985,1160,756,7965,1747
3100000US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",895015,,699152,6958,90344,2298,1191,721,37929,1260,63,103,54902,7632,11434,2134,3505,1053,7929,1931
