GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
310M200US10180,10180,"Abilene, TX Metro Area",166900,2419,130605,3260,12292,923,1568,479,2549,515,107,189,14599,2577,5180,1343,1676,670,3504,1171
310M200US10380,10380,"Aguadilla-Isabela, PR Metro Area",322079,2236,234788,7264,11420,2916,704,619,1742,1156,0,220,43972,5102,29453,4879,2118,1379,27335,4879
310M200US10420,10420,"Akron, OH Metro Area",703825,,578360,1501,85431,2441,1781,936,18037,1221,62,105,3787,1342,16367,2899,819,827,15548,2729
310M200US10500,10500,"Albany, GA Metro Area",152596,1637,67666,1211,79663,1885,69,96,1151,275,0,211,1321,755,2726,1339,236,322,2490,1336
310M200US10540,10540,"Albany, OR Metro Area",119356,,110045,1903,321,291,2518,517,1257,431,0,197,2388,2063,2827,890,207,279,2620,801
310M200US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",880167,,737657,2837,67015,3723,520,332,35377,1548,90,103,11760,2974,27748,3714,3765,1859,23983,3553
310M200US10740,10740,"Albuquerque, NM Metro Area",905213,2468,655119,11539,21391,1671,53701,2704,19342,1683,182,170,116907,10396,38571,4917,19157,4440,19414,2264
310M200US10780,10780,"Alexandria, LA Metro Area",154872,,102166,726,45654,1136,681,532,2092,407,46,83,337,392,3896,1229,1563,1002,2333,837
310M200US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",829835,,693163,5191,45451,2917,2474,869,21872,1618,135,138,42779,5567,23961,3689,4223,1249,19738,3360
